Date,Low,High,Open,Close,Volume,Mean
31-07-2017 00:00,2740.26,2745.77,2745.76,2745.24,0.27794834,
30-07-2017 00:00,2665.22,2704.01,2681.6,2704,211.1603314,
29-07-2017 00:00,2777.01,2785.19,2777.01,2785.19,1.02620622,
28-07-2017 00:00,2660.83,2668.11,2666.33,2668.11,0.25525445,
27-07-2017 00:00,2524.9,2531.1,2524.99,2531.1,14.16541828,
26-07-2017 00:00,2560.92,2564.99,2564.74,2561.04,1.92859755,
25-07-2017 00:00,2754.54,2760,2759.95,2754.55,0.28607126,
24-07-2017 00:00,2748.01,2756.8,2756.8,2755.98,3.0663455,
23-07-2017 00:00,2824.82,2832.32,2824.82,2832.32,3.00607474,
22-07-2017 00:00,2667.01,2670.82,2667.01,2667.01,1.1330367,
21-07-2017 00:00,2874.01,2884,2880,2875.06,42.01926695,
20-07-2017 00:00,2265.51,2269.9,2265.51,2269.9,1.69437349,
19-07-2017 00:00,2303.69,2308.83,2308.82,2308.09,3.72882341,
18-07-2017 00:00,2224.25,2227,2226,2224.54,7.3160958,
17-07-2017 00:00,1917.63,1917.72,1917.72,1917.63,0.03670104,
16-07-2017 00:00,1970,1970.64,1970.51,1970,7.71660473,
15-07-2017 00:00,2209.44,2213,2209.44,2213,0.70367119,
14-07-2017 00:00,2340,2340.91,2340,2340.91,1.56311925,
13-07-2017 00:00,2383.96,2391.5,2383.97,2385.02,7.25169159,
12-07-2017 00:00,2301.38,2311,2301.55,2310.98,14.92564362,
11-07-2017 00:00,2323.42,2334.1,2326.12,2332.37,14.00291773,
10-07-2017 00:00,2504,2504,2504,2504,0.27780183,
09-07-2017 00:00,2549.97,2555.15,2550.13,2549.97,1.27915646,
08-07-2017 00:00,2497.7,2504.74,2501.46,2502.99,6.30349527,
07-07-2017 00:00,2599.01,2604.65,2599.01,2604.65,0.03601653,
06-07-2017 00:00,2598.37,2605,2598.37,2600,4.42254083,
05-07-2017 00:00,2594.52,2597.53,2594.52,2597.52,0.11206075,
04-07-2017 00:00,2540.07,2550.24,2540.07,2548.57,2.19626897,
03-07-2017 00:00,2504.81,2510.83,2504.81,2510.83,0.09339075,
02-07-2017 00:00,2413.89,2423.89,2421.3,2421.16,4.5110139,
01-07-2017 00:00,2458.03,2467.33,2465.48,2467.29,6.69339414,
30-06-2017 00:00,2538.03,2549.74,2538.41,2549.74,12.82196701,
29-06-2017 00:00,2550.99,2550.99,2550.99,2550.99,0.0183015,
28-06-2017 00:00,2560.43,2565.86,2565,2564.02,20.00748758,
27-06-2017 00:00,2412.05,2421.35,2421.21,2420.94,10.43188518,
26-06-2017 00:00,2502.08,2507.72,2502.26,2507.72,0.53286512,
25-06-2017 00:00,2556.88,2557.66,2557.66,2557,16.49981581,
24-06-2017 00:00,2685.05,2688.73,2685.05,2685.43,5.12086635,
23-06-2017 00:00,2712,2713.48,2713.48,2712,5.64118955,
22-06-2017 00:00,2658.64,2658.68,2658.67,2658.66,1.00524714,
21-06-2017 00:00,2728.86,2740,2734.03,2728.86,5.02696959,
20-06-2017 00:00,2593.86,2600,2598,2600,34.72257197,
19-06-2017 00:00,2516.15,2526.22,2516.98,2522,16.75748102,
18-06-2017 00:00,2626.45,2630.96,2630.06,2629.99,40.90212299,
17-06-2017 00:00,2477.46,2485,2484.68,2477.46,11.8363334,
16-06-2017 00:00,2418.77,2424.97,2424.96,2420.24,9.56863423,
15-06-2017 00:00,2448.27,2457.32,2451.42,2451.33,12.51756716,
14-06-2017 00:00,2702.53,2706,2705.99,2706,6.57246782,
13-06-2017 00:00,2656.97,2659.92,2656.97,2659.83,1.23110385,
12-06-2017 00:00,2954.21,2954.25,2954.23,2954.21,18.24263438,
11-06-2017 00:00,2897.22,2900,2899.01,2898.62,8.78563499,
10-06-2017 00:00,2818,2823.64,2818,2820.01,1.80223746,
09-06-2017 00:00,2805.46,2810,2805.46,2806,0.29700205,
08-06-2017 00:00,2680.24,2687.49,2680.24,2687.49,1.08835891,
07-06-2017 00:00,2875.71,2880.87,2875.71,2880.87,17.17559268,
06-06-2017 00:00,2695.12,2699.12,2698,2699.12,16.58982919,
05-06-2017 00:00,2530.27,2532.32,2530.27,2532.31,12.36010994,
04-06-2017 00:00,2538.1,2541.34,2538.1,2538.28,3.47292369,
03-06-2017 00:00,2487.32,2489,2488.94,2488.99,11.46852527,
02-06-2017 00:00,2405.78,2413.58,2413.58,2405.78,0.06219762,
01-06-2017 00:00,2298.01,2304.51,2298.01,2303.76,1.22013629,
31-05-2017 00:00,2196.98,2209.81,2201.7,2208.33,9.96183479,
30-05-2017 00:00,2287.76,2290.18,2290.18,2287.76,9.16796837,
29-05-2017 00:00,2172.54,2178.79,2172.54,2178.79,0.02438757,
28-05-2017 00:00,2041.48,2047.76,2042.89,2045.07,0.9377738,
27-05-2017 00:00,2262.72,2280.7,2280.7,2275.42,0.53852162,
26-05-2017 00:00,2277.01,2300,2277.01,2298.81,8.55759168,
25-05-2017 00:00,2420.29,2421.46,2420.29,2421.45,0.83043017,
24-05-2017 00:00,2264.64,2265.9,2265.9,2264.64,0.04421554,
23-05-2017 00:00,2088.45,2099.95,2088.76,2099.95,6.5243227,
22-05-2017 00:00,2017.55,2022,2017.55,2017.55,6.04672829,
21-05-2017 00:00,2008.28,2020.07,2013.99,2020.07,0.76737385,
20-05-2017 00:00,1959.09,1959.09,1959.09,1959.09,0.0129,
19-05-2017 00:00,1878.62,1879,1879,1879,0.8114381,
18-05-2017 00:00,1779,1787.91,1779,1787.8,19.11548116,
17-05-2017 00:00,1700.01,1710.5,1700.01,1700.79,11.02243771,
16-05-2017 00:00,1702.62,1712.06,1706.07,1712.06,11.30096163,
15-05-2017 00:00,1780.73,1784,1782.3,1782.3,9.29201937,
14-05-2017 00:00,1776.8,1776.8,1776.8,1776.8,0.27614676,
13-05-2017 00:00,1686,1690.33,1690.33,1688.16,13.80821849,
12-05-2017 00:00,1830.84,1832,1830.85,1830.84,0.04826407,
11-05-2017 00:00,1772.58,1772.58,1772.58,1772.58,0,
10-05-2017 00:00,1720.26,1720.37,1720.26,1720.37,6.65185677,
09-05-2017 00:00,1649.55,1649.8,1649.55,1649.8,0.91857601,
08-05-2017 00:00,1554.38,1560.32,1554.38,1560.28,10.24947123,
07-05-2017 00:00,1554.04,1554.04,1554.04,1554.04,0.01255733,
06-05-2017 00:00,1514.9,1514.9,1514.9,1514.9,0,
05-05-2017 00:00,1537.36,1539.52,1537.36,1537.4,7.25453195,
04-05-2017 00:00,1503.25,1504.98,1503.25,1504.98,5.17830224,
03-05-2017 00:00,1447.75,1448.17,1447.75,1448.17,33.73863464,
02-05-2017 00:00,1390.86,1392.03,1390.86,1392.03,6.29982184,
01-05-2017 00:00,1348.88,1354.8,1348.88,1354.8,3.08737395,
30-04-2017 00:00,1336.77,1336.77,1336.77,1336.77,0.02255046,
29-04-2017 00:00,1333.93,1333.93,1333.93,1333.93,0.01576749,
28-04-2017 00:00,1331,1331.53,1331,1331.53,0.02859805,
27-04-2017 00:00,1287.92,1287.92,1287.92,1287.92,0.1005,
26-04-2017 00:00,1270.37,1271.4,1271.4,1270.37,0.11804758,
25-04-2017 00:00,1253.58,1253.58,1253.58,1253.58,0,
24-04-2017 00:00,1241.99,1241.99,1241.99,1241.99,0,
23-04-2017 00:00,1229.81,1231.85,1231.85,1231.84,20.73178899,
22-04-2017 00:00,1243.6,1243.6,1243.6,1243.6,0.448,
21-04-2017 00:00,1234.93,1235,1234.93,1235,13.76940868,
20-04-2017 00:00,1203.98,1204,1203.98,1203.98,3.67488346,
19-04-2017 00:00,1202.59,1202.59,1202.59,1202.59,0.29983458,
18-04-2017 00:00,1176.59,1177.41,1176.59,1177.41,0.43531433,
17-04-2017 00:00,1162.31,1171,1162.31,1171,21.38863508,
16-04-2017 00:00,1170.21,1172.27,1171,1172.27,0.18922759,
15-04-2017 00:00,1169.53,1169.53,1169.53,1169.53,0.45887778,
14-04-2017 00:00,1172.56,1173.39,1172.56,1173.39,0.82965454,
13-04-2017 00:00,1212.16,1212.16,1212.16,1212.16,0.02255219,
12-04-2017 00:00,1218.7,1219.13,1218.99,1219.13,0.96728424,
11-04-2017 00:00,1208.48,1209.99,1209.99,1209.99,0.7404,
10-04-2017 00:00,1205.2,1206.37,1205.2,1206.37,6.15676411,
09-04-2017 00:00,1184.03,1184.03,1184.03,1184.03,0,
08-04-2017 00:00,1190.66,1190.66,1190.66,1190.66,0.02006057,
07-04-2017 00:00,1186.03,1190.72,1190.72,1186.04,13.08132403,
06-04-2017 00:00,1134.82,1134.99,1134.86,1134.82,18.93965733,
05-04-2017 00:00,1143,1143,1143,1143,2.35073273,
04-04-2017 00:00,1146.42,1146.42,1146.42,1146.42,0.03124153,
03-04-2017 00:00,1076.59,1077.88,1076.59,1077.88,1.92,
02-04-2017 00:00,1083.4,1083.95,1083.95,1083.4,1.16479122,
01-04-2017 00:00,1070.31,1071.34,1071.34,1070.31,0.16747734,
31-03-2017 00:00,1033.7,1033.7,1033.7,1033.7,0,
30-03-2017 00:00,1035.59,1037.54,1037.29,1035.59,7.9473983,
29-03-2017 00:00,1042.82,1042.83,1042.83,1042.82,12.26176923,
28-03-2017 00:00,1038.23,1039.86,1039.09,1038.23,3.26542418,
27-03-2017 00:00,959.08,959.08,959.08,959.08,0.263,
26-03-2017 00:00,956.02,961.23,956.02,961.23,4.8453,
25-03-2017 00:00,924.5,928.1,928.1,924.81,5.11868168,
24-03-2017 00:00,1028.55,1030.84,1030.84,1028.55,8.62128638,
23-03-2017 00:00,1037.58,1037.6,1037.6,1037.58,4.03,
22-03-2017 00:00,1112.09,1114.39,1114.39,1112.83,7.74374962,
21-03-2017 00:00,1034.92,1036.23,1036.23,1034.92,0.4994,
20-03-2017 00:00,1012.88,1012.88,1012.88,1012.88,3.050106,
19-03-2017 00:00,969.4,969.4,969.4,969.4,0.0242,
18-03-2017 00:00,1068.16,1071.99,1068.16,1071.99,5.99865536,
17-03-2017 00:00,1171.68,1172.61,1172,1172.42,7.66134977,
16-03-2017 00:00,1258.71,1258.75,1258.75,1258.71,1.20784915,
15-03-2017 00:00,1245.82,1248.5,1245.82,1248.5,23.42258556,
14-03-2017 00:00,1241.35,1243.5,1242.46,1241.35,5.83929899,
13-03-2017 00:00,1226.42,1226.42,1226.42,1226.42,0.05667166,
12-03-2017 00:00,1176.58,1176.58,1176.58,1176.58,0.49777975,
11-03-2017 00:00,1111.35,1116.25,1111.55,1116.25,9.68594458,
10-03-2017 00:00,1190.97,1191,1190.99,1190.97,15.67987216,
09-03-2017 00:00,1146.02,1153.1,1149.34,1152.24,11.73078422,
08-03-2017 00:00,1233.07,1233.86,1233.86,1233.07,1.02717047,
07-03-2017 00:00,1278.02,1278.49,1278.49,1278.02,2.02703891,
06-03-2017 00:00,1269.98,1273,1269.98,1269.98,0.06265265,
05-03-2017 00:00,1259.01,1260,1260,1259.02,0.32078414,
04-03-2017 00:00,1285.33,1285.33,1285.33,1285.33,0,
03-03-2017 00:00,1257.6,1257.6,1257.6,1257.6,0,
02-03-2017 00:00,1228,1228.6,1228,1228.6,0.73799288,
01-03-2017 00:00,1189.18,1191.21,1191.16,1191.2,3.25169562,
28-02-2017 00:00,1194.64,1194.88,1194.64,1194.88,3.15971037,
27-02-2017 00:00,1180.46,1180.99,1180.46,1180.99,3.948985,
26-02-2017 00:00,1152.11,1152.2,1152.11,1152.2,0.10552406,
25-02-2017 00:00,1180,1180.14,1180.05,1180,0.68954748,
24-02-2017 00:00,1183.53,1187.44,1183.53,1187.33,14.15969454,
23-02-2017 00:00,1130.01,1131,1130.02,1130.02,5.13591902,
22-02-2017 00:00,1124.62,1124.62,1124.62,1124.62,0,
21-02-2017 00:00,1083.99,1084,1084,1083.99,10.09836995,
20-02-2017 00:00,1051.8,1051.8,1051.8,1051.8,0.061,
19-02-2017 00:00,1056.4,1056.4,1056.4,1056.4,0,
18-02-2017 00:00,1055.75,1055.76,1055.75,1055.76,2.97874996,
17-02-2017 00:00,1032.7,1033,1032.91,1032.7,6.54480232,
16-02-2017 00:00,1011.1,1012.37,1011.53,1011.24,1.74864714,
15-02-2017 00:00,1008.35,1009.29,1008.88,1009.29,0.31402353,
14-02-2017 00:00,1000.09,1000.74,1000.74,1000.1,29.38374404,
13-02-2017 00:00,1000.73,1000.73,1000.73,1000.73,0,
12-02-2017 00:00,1011,1011.01,1011.01,1011,0.15983819,
11-02-2017 00:00,995.49,995.94,995.49,995.94,0.22172149,
10-02-2017 00:00,985.71,986.99,985.71,986.99,1.92337861,
09-02-2017 00:00,1051.73,1051.73,1051.73,1051.73,0.027,
08-02-2017 00:00,1051.05,1052.48,1052.48,1051.05,3.09062657,
07-02-2017 00:00,1023.51,1024.26,1024,1024.26,4.08989816,
06-02-2017 00:00,1010.01,1011.03,1010.03,1011.03,0.648,
05-02-2017 00:00,1033.17,1034.13,1033.72,1033.17,5.24727927,
04-02-2017 00:00,1015.06,1016.99,1015.06,1016.99,0.40544283,
03-02-2017 00:00,1009.15,1009.18,1009.15,1009.18,0.14725103,
02-02-2017 00:00,983.79,983.79,983.79,983.79,0.66462596,
01-02-2017 00:00,963.99,963.99,963.99,963.99,5.34903887,
31-01-2017 00:00,919.74,919.99,919.99,919.75,2.08432815,
30-01-2017 00:00,912.01,913.76,913.12,912.01,5.33966454,
29-01-2017 00:00,918.6,918.78,918.6,918.78,1.76996666,
28-01-2017 00:00,918.02,918.79,918.02,918.21,4.16437689,
27-01-2017 00:00,914.95,914.96,914.95,914.96,3.7588249,
26-01-2017 00:00,893.25,893.43,893.25,893.43,7.12228584,
25-01-2017 00:00,885.47,885.47,885.47,885.47,0.053,
24-01-2017 00:00,909.13,913.15,913.15,909.13,100.7608802,
23-01-2017 00:00,923.75,923.83,923.75,923.81,0.09040143,
22-01-2017 00:00,921.98,922,921.98,922,0.78197657,
21-01-2017 00:00,895.65,895.85,895.81,895.65,1.99320493,
20-01-2017 00:00,902.23,902.23,902.23,902.23,2.83879789,
19-01-2017 00:00,886.68,887.75,887.69,887.75,1.48579535,
18-01-2017 00:00,905.5,906.97,905.95,906.97,0.87764453,
17-01-2017 00:00,830.42,831.76,831.76,831.76,2.0015386,
16-01-2017 00:00,821.85,822.25,821.86,821.85,0.39477916,
15-01-2017 00:00,818.27,819.55,819.52,819.55,8.25860884,
14-01-2017 00:00,825.98,825.98,825.98,825.98,2.35947,
13-01-2017 00:00,805.77,807.51,807.51,805.77,0.0593,
12-01-2017 00:00,777.56,778.7,778.7,777.56,5.02484825,
11-01-2017 00:00,904.08,905.24,905.24,904.08,0.111,
10-01-2017 00:00,896.06,896.09,896.09,896.06,0.05345661,
09-01-2017 00:00,909.8,909.8,909.8,909.8,0.02722283,
08-01-2017 00:00,906.2,906.22,906.2,906.22,0.22039058,
07-01-2017 00:00,894.02,895.5,894.02,895.5,0.363,
06-01-2017 00:00,1004.73,1004.74,1004.73,1004.74,6.54225745,
05-01-2017 00:00,1113.94,1114.92,1114.38,1113.97,17.93321545,
04-01-2017 00:00,1035.51,1035.74,1035.51,1035.74,1.09892386,
03-01-2017 00:00,1011.43,1012.02,1011.44,1012.02,1.27280778,
02-01-2017 00:00,997.75,997.8,997.75,997.8,9.21804442,
01-01-2017 00:01,966.34,966.34,966.34,966.34,7.61,
